Dataset Name,Dataset Owner,User,Submission Latitude,Submission Longitude,Date Created,Record,Hawai'iSea Grant King Tides Photo Database,Location (tap arrow to input exact location) - Latitude,Location (tap arrow to input exact location) - Longitude,Share your image!,Island(s),Location Description,Orientation (check your compass!),Date,Time,Tell us something about your photo!,Photographer's Name,By uploading an image you irrevocably consent that it may be used for educational; research; outreach and promotional purposes; in any medium; in perpetuity.,
Hawai'i and Pacific Islands King Tides Citizen Science Initiative (HI Sea Grant),gonserm,alishaks,21.27597069,-157.8263983,Tue Jul 05 2016 03:10:07 GMT+0000 (UTC),151,,21.2712493,-157.8189614,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/1D9A1571-3ED2-44B0-A2BA-8AC3254B511F; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/66B78D43-C681-4568-8FD9-7AD236160729,O'ahu,waikiki- in front of me le aloha pumchana,S,7/4/16,16:46,High tide. Seats were later pulled back because water came up so high,Alisha Summers ,,
Hawai'i and Pacific Islands King Tides Citizen Science Initiative (HI Sea Grant),gonserm,jro8583,21.29047627,-157.8426584,Tue Jul 05 2016 02:59:54 GMT+0000 (UTC),150,,21.29053304,-157.8426996,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/5378CD2B-2310-404E-93EB-4FE8DA913918,O'ahu,level B ala moana mall,S,7/4/16,16:46,High tide. They had already put caution tape up ,Jin-Si Over,,
Hawai'i and Pacific Islands King Tides Citizen Science Initiative (HI Sea Grant),gonserm,jro8583,21.29113134,-157.8418594,Tue Jul 05 2016 02:55:41 GMT+0000 (UTC),149,,21.29102544,-157.841857,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/8952A6A1-644C-43AC-8703-586129AA1FFC,O'ahu,ala moana mall level B row 1,W,7/4/16,16:53,High tide. Water was coming up the drain pipe.,Jin-Si Over,,
Hawai'i and Pacific Islands King Tides Citizen Science Initiative (HI Sea Grant),gonserm,polanui hiu,20.8648033,-156.673313,Tue Jul 05 2016 02:52:56 GMT+0000 (UTC),148,,20.8646712,-156.6734475,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/D63DDFC4-FC1C-4095-B7A3-E2B41A905F17,Maui,Shark Pitt - Polanui - Lahaina,SW,7/4/16,16:49,high tide. not any different from a normal full tide,Ekolu,,
Hawai'i and Pacific Islands King Tides Citizen Science Initiative (HI Sea Grant),gonserm,jro8583,21.29176366,-157.8493084,Tue Jul 05 2016 02:33:20 GMT+0000 (UTC),147,,21.29183445,-157.8493601,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/E2614E96-E432-4556-90B7-111351DD527E,O'ahu,in front of Nauru tower on ala moana,E,7/4/16,16:31,High tide. ,Jin-Si Over,,
Hawai'i and Pacific Islands King Tides Citizen Science Initiative (HI Sea Grant),gonserm,lucindaknapman,21.27659883,-157.8279286,Tue Jul 05 2016 02:25:06 GMT+0000 (UTC),146,,21.27659883,-157.8279286,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/trfPqbxMvFyyWkZsM,O'ahu,Duke's Waikiki ,E,7/4/16,16:22,High tide. ,Cindy ,,
Hawai'i and Pacific Islands King Tides Citizen Science Initiative (HI Sea Grant),gonserm,polanui hiu,20.86478692,-156.6732961,Tue Jul 05 2016 02:18:28 GMT+0000 (UTC),145,,20.86471403,-156.6734429,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/50A51501-3559-4DC3-B41B-56FC9C712DF3; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/AEF83D38-7F36-464D-BCDA-72EDA0D0310B,Maui,Shark Pitt - Polanui - Lahaina,SW,7/4/16,16:15,high tide; beach getn packed for fireworks display tonight,Ekolu,,
Hawai'i and Pacific Islands King Tides Citizen Science Initiative (HI Sea Grant),gonserm,rbrennon,19.45785626,-154.8429758,Tue Jul 05 2016 02:12:24 GMT+0000 (UTC),144,,19.45785626,-154.8429758,,Hawai'i,Pohoiki Bay,S,7/4/16,16:10,High tide. Unsynced.,Randi Wold-Brennon,,
Hawai'i and Pacific Islands King Tides Citizen Science Initiative (HI Sea Grant),gonserm,elisebudd,21.38880942,-157.7300096,Tue Jul 05 2016 02:12:20 GMT+0000 (UTC),143,,21.38889735,-157.7300994,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/74AF9F2C-388A-45DE-84DB-96451A5C6653,O'ahu,Ka'elepulu Canal; Wanaao Rd,SE,7/4/16,16:09,High tide. ,Elise Budd ,,
Hawai'i and Pacific Islands King Tides Citizen Science Initiative (HI Sea Grant),gonserm,rbrennon,19.4578703,-154.84295,Tue Jul 05 2016 02:10:28 GMT+0000 (UTC),142,,19.45770715,-154.842998,,Hawai'i,Pohoiki Bay,S,7/4/16,16:08,High tide. Unsynced.,Randi Wold-Brennon,,
Hawai'i and Pacific Islands King Tides Citizen Science Initiative (HI Sea Grant),gonserm,rbrennon,19.45744752,-154.8420232,Tue Jul 05 2016 02:02:44 GMT+0000 (UTC),141,,19.45744752,-154.8420232,,Hawai'i,Pohoiki parking lot by pier,W,7/4/16,15:58,High tide. Unsynced.,Randi Wold-Brennon,,
Hawai'i and Pacific Islands King Tides Citizen Science Initiative (HI Sea Grant),gonserm,rbrennon,19.46073172,-154.8397525,Tue Jul 05 2016 01:47:17 GMT+0000 (UTC),140,,19.46066009,-154.839599,,Hawai'i,Pohoiki brackish pond,S,7/4/16,15:44,High tide. ,Randi Wold-Brennon,,
Hawai'i and Pacific Islands King Tides Citizen Science Initiative (HI Sea Grant),gonserm,rbrennon,19.46068205,-154.8395823,Tue Jul 05 2016 01:44:39 GMT+0000 (UTC),139,,19.46076122,-154.8394932,,Hawai'i,Pohoiki Kapohoh side,E,7/4/16,15:43,High tide. ,Randi Wold-Brennon,,
Hawai'i and Pacific Islands King Tides Citizen Science Initiative (HI Sea Grant),gonserm,rbrennon,19.4607652,-154.839467,Tue Jul 05 2016 01:42:58 GMT+0000 (UTC),138,,19.45970447,-154.8400347,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/A9D00885-491B-4A05-B7FA-26AFC99FA92B,Hawai'i,Pohoiki road closure,E,7/4/16,15:39,High tide. ,Randi Wold-Brennon,,
Hawai'i and Pacific Islands King Tides Citizen Science Initiative (HI Sea Grant),gonserm,rbrennon,19.45933106,-154.8402661,Tue Jul 05 2016 01:36:45 GMT+0000 (UTC),137,,19.45946353,-154.8402215,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/F003245F-DE0B-4CB8-8F87-D1D60B4B384D,Hawai'i,shacks at Pohiki,W,7/4/16,15:35,High tide. ,Randi Wold-Brennon,,
Hawai'i and Pacific Islands King Tides Citizen Science Initiative (HI Sea Grant),gonserm,gonserm,21.41728019,-157.7439923,Tue Jul 05 2016 01:19:25 GMT+0000 (UTC),136,,21.41724884,-157.7439369,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/D18E7200-A4E4-4BD0-9AF1-AD9C2FBFF29E,O'ahu,Kailua Beach between Castle and Kalama,SE,7/4/16,15:17,High tide. Waves to scarp; LOTS of marine debris.,Matthew Gonser,,
Hawai'i and Pacific Islands King Tides Citizen Science Initiative (HI Sea Grant),gonserm,britneytm,21.2823687,-157.7136473,Tue Jul 05 2016 01:17:50 GMT+0000 (UTC),135,,21.2824192,-157.7136706,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/274buNnADnJG7PDrj; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/A6RR35FtdQTocHy6L; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/fGAW7QjAzTFs8Zvsb; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/zraDtNxYzsmo8j4nb,O'ahu,Maunalua Bay Park,S,7/4/16,15:17,High tide. ,Britney T-M,,
Hawai'i and Pacific Islands King Tides Citizen Science Initiative (HI Sea Grant),gonserm,polanui hiu,20.86483243,-156.6733363,Tue Jul 05 2016 01:00:33 GMT+0000 (UTC),134,,20.86474237,-156.6734305,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/CA46EEA8-A16F-46A5-A9D8-E8FB97D3F70D,Maui,Shark Pitt - Polanui - Lahaina,SW,7/4/16,14:58,rising tide. ,Ekolu,,
Hawai'i and Pacific Islands King Tides Citizen Science Initiative (HI Sea Grant),gonserm,scottmaui,20.72740614,-155.9836773,Mon Jul 04 2016 01:33:47 GMT+0000 (UTC),133,,20.72735903,-155.9836884,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/15D7043F-1F73-4682-8BF5-73B42C75E213,Maui,north side of Haneoo Point looking toward Koki Beach and Ka Iwi O Pele,W,7/3/16,15:31,High tide. Same location last image facing other direction.,Scott Crawford,,
Hawai'i and Pacific Islands King Tides Citizen Science Initiative (HI Sea Grant),gonserm,scottmaui,20.72735023,-155.9836858,Mon Jul 04 2016 01:31:18 GMT+0000 (UTC),132,,20.7264382,-155.9841536,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/160BF05C-FF9D-4AF2-8798-6168A0645FA1,Maui,north side of Haneoo Point looking toward Alau Island,E,7/3/16,15:30,High tide. ,Scott Crawford,,
Hawai'i and Pacific Islands King Tides Citizen Science Initiative (HI Sea Grant),gonserm,scottmaui,20.7264382,-155.9841536,Mon Jul 04 2016 01:26:43 GMT+0000 (UTC),131,,20.72637596,-155.98402,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/8C974F4B-EAB5-4D8D-B751-6C7A8732C27C,Maui,north side of Loko Nui facing toward Alau Island,E,7/3/16,15:23,High tide. wall where fisherman is visible on the right was destroyed in 1946 tsunami. Edge of Alau Island visible beyond vegetation just right or center.,Scott Crawford,,
Hawai'i and Pacific Islands King Tides Citizen Science Initiative (HI Sea Grant),gonserm,scottmaui,20.72618385,-155.9843159,Mon Jul 04 2016 01:22:23 GMT+0000 (UTC),130,,20.7260142,-155.9844801,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/00893224-4991-4095-A9CC-4EF12D76E6DB,Maui,inside (west) side of Loko Nui,S,7/3/16,15:17,High tide. Debris from waves splashing onto roadway visible on right.,Scott Crawford,,
Hawai'i and Pacific Islands King Tides Citizen Science Initiative (HI Sea Grant),gonserm,scottmaui,20.72564577,-155.9843869,Mon Jul 04 2016 01:16:40 GMT+0000 (UTC),129,,20.72567482,-155.9843829,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/E7FA395B-0A89-4D87-9914-36BE5D4D0973,Maui,inside (west) side of Loko Nui,N,7/3/16,15:15,High tide. Biggest waves splashing onto roadway.,Scott Crawford,,
Hawai'i and Pacific Islands King Tides Citizen Science Initiative (HI Sea Grant),gonserm,scottmaui,20.72567486,-155.9844107,Mon Jul 04 2016 01:14:53 GMT+0000 (UTC),128,,20.72569212,-155.9843933,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/417C088F-B943-466A-BB24-D957CFEE3DB1,Maui,inside (west) side of Loko Nui looking towards Haneoo Point,N,7/3/16,15:12,High tide. Waves splashing onto roadway.,Scott Crawford,,
Hawai'i and Pacific Islands King Tides Citizen Science Initiative (HI Sea Grant),gonserm,scottmaui,20.724937,-155.9844575,Mon Jul 04 2016 01:11:00 GMT+0000 (UTC),127,,20.72488859,-155.9844317,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/2F0786BD-F5C2-4B42-AAB5-97B0E356BC83,Maui,inside (west) side of Loko Nui looking toward Haneoo Point,N,7/3/16,15:08,High tide. ,Scott Crawford,,
Hawai'i and Pacific Islands King Tides Citizen Science Initiative (HI Sea Grant),gonserm,scottmaui,20.72472561,-155.9844235,Mon Jul 04 2016 01:08:13 GMT+0000 (UTC),126,,20.72447224,-155.9845208,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/5C705459-7310-4EF9-AA58-2A3663BA3B5D,Maui,inshore (west) side of Loko Nui looking toward Haneoo Point,N,7/3/16,15:06,High tide. Highest waves splashing onto roadway.,Scott Crawford,,
Hawai'i and Pacific Islands King Tides Citizen Science Initiative (HI Sea Grant),gonserm,scottmaui,20.72371324,-155.9839423,Mon Jul 04 2016 01:03:27 GMT+0000 (UTC),125,,20.72364471,-155.9846331,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/274E7468-AD5B-4231-B5CE-D2B5E04DB8E9,Maui,southern side of Loko Nui looking inland,W,7/3/16,15:01,High tide. Outer wall of this loko was destroyed in 1946 tsunami,Scott Crawford,,
Hawai'i and Pacific Islands King Tides Citizen Science Initiative (HI Sea Grant),gonserm,scottmaui,20.72362883,-155.9839777,Mon Jul 04 2016 01:00:54 GMT+0000 (UTC),124,,20.72357247,-155.984038,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/1DDE6364-2906-47E9-9974-7AA55976D5BA,Maui,isthmus on end of property,E,7/3/16,14:58,High tide. This is normally a peninsula but turns into an island on high tides. Facing towards Alau Island on the left.,Scott Crawford,,
Hawai'i and Pacific Islands King Tides Citizen Science Initiative (HI Sea Grant),gonserm,scottmaui,20.72337796,-155.9841324,Mon Jul 04 2016 00:57:53 GMT+0000 (UTC),123,,20.7233705,-155.9842666,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/33D5A6BD-DF29-47AD-B74B-B9F4AAB8B1A9,Maui,wall of Loko Iki,SE,7/3/16,14:55,High tide. Waves coming in over fishpond wall.,Scott Crawford,,
Hawai'i and Pacific Islands King Tides Citizen Science Initiative (HI Sea Grant),gonserm,polanui hiu,20.86480204,-156.6733737,Mon Jul 04 2016 19:35:08 GMT+0000 (UTC),122,,20.86468876,-156.6734534,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/8218AC72-F686-4511-AEC6-B767ED7B1CD4,Maui,Shark Pitt - Polanui. Lowtide on the 4th,SW,7/4/16,9:31,Low tide. facing north. Lots of beach when tide is Low. This beach will be littered with fireworks tonight. Hopefully people pick up their rubbish so we don't have to.,Ekolu,,
Hawai'i and Pacific Islands King Tides Citizen Science Initiative (HI Sea Grant),gonserm,donaldkyoung,,,Mon Jul 04 2016 19:12:31 GMT+0000 (UTC),121,,21.269325,-157.777,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/bucnsjNMfNHnkh6sh; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/h96w6qhuQyKJ2DyFn,O'ahu,Waialae Beach Park,S,7/3/16,15:55,High tide. See captions for orientation.   Had two wedding parties to wait out. A bit disappointing location. The berm at the mouth of the canal was fully formed; waves washed over it into canal.,Don Young,,
Hawai'i and Pacific Islands King Tides Citizen Science Initiative (HI Sea Grant),gonserm,elisebudd,21.33583479,-157.898751,Mon Jul 04 2016 03:14:20 GMT+0000 (UTC),120,,21.33583479,-157.898751,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/9C9DD1C4-095B-49F4-BC2E-BBB17E4535C9,O'ahu,kilihau and ahua,E,7/3/16,17:13,High tide. ,Elise Budd ,,
Hawai'i and Pacific Islands King Tides Citizen Science Initiative (HI Sea Grant),gonserm,elisebudd,21.33587389,-157.8987866,Mon Jul 04 2016 03:13:26 GMT+0000 (UTC),119,,21.33590658,-157.8987737,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/B955155D-5AE4-41A7-A0EC-E100EA7BB112,O'ahu,ahua & kilihau,SE,7/3/16,17:12,High tide. ,Elise Budd ,,
Hawai'i and Pacific Islands King Tides Citizen Science Initiative (HI Sea Grant),gonserm,elisebudd,21.33761778,-157.9001671,Mon Jul 04 2016 03:08:25 GMT+0000 (UTC),118,,21.3374136,-157.900065,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/97584E83-B0A1-4FBD-B4ED-4CF8D475236A,O'ahu,Mapunapuna ,S,7/3/16,17:07,High tide. ,Elise Budd ,,
Hawai'i and Pacific Islands King Tides Citizen Science Initiative (HI Sea Grant),gonserm,elisebudd,21.34253574,-157.8992214,Mon Jul 04 2016 03:04:10 GMT+0000 (UTC),117,,21.34255058,-157.8992275,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/69F5D1CD-B876-443C-9CCE-BBF16B545448,O'ahu,Mapunapuna st & mokumoa st,S,7/3/16,17:02,High tide. ,Elise Budd ,,
Hawai'i and Pacific Islands King Tides Citizen Science Initiative (HI Sea Grant),gonserm,elisebudd,21.32923106,-157.8982638,Mon Jul 04 2016 02:46:11 GMT+0000 (UTC),116,,21.33010668,-157.8989551,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/73187C21-7706-4507-95E1-67AB50DF307C,O'ahu,keehi lagoon,W,7/3/16,16:30,High tide. ,Elise Budd ,,
Hawai'i and Pacific Islands King Tides Citizen Science Initiative (HI Sea Grant),gonserm,rjporro,21.27727831,-157.8314568,Mon Jul 04 2016 02:36:52 GMT+0000 (UTC),115,,21.27728112,-157.8314609,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/1E76A7CF-5B5F-47B0-B10B-16383DD361EE,O'ahu,Halekulani walkway ,W,7/3/16,16:36,High tide. ,,,
Hawai'i and Pacific Islands King Tides Citizen Science Initiative (HI Sea Grant),gonserm,rjporro,21.27732965,-157.8314541,Mon Jul 04 2016 02:36:00 GMT+0000 (UTC),114,,21.2771828,-157.8312651,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/A569B6E7-877F-4393-A771-3F28E6498B4F,O'ahu,Sheraton walkway stairs,W,7/3/16,16:33,High tide. ,,,
Hawai'i and Pacific Islands King Tides Citizen Science Initiative (HI Sea Grant),gonserm,rjporro,21.27669715,-157.8299984,Mon Jul 04 2016 02:23:53 GMT+0000 (UTC),113,,21.27668361,-157.8299634,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/38ED3ED0-9C10-4EDC-82E5-15BC4E4A9276,O'ahu,Sheraton Waikiki,W,7/3/16,16:21,High tide. ,,,
Hawai'i and Pacific Islands King Tides Citizen Science Initiative (HI Sea Grant),gonserm,rjporro,21.27666597,-157.8297265,Mon Jul 04 2016 02:21:05 GMT+0000 (UTC),112,,21.27666597,-157.8297265,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/3E0F9C11-88C0-4832-AF33-4358A25B4D87,O'ahu,Sheraton Waikiki,E,7/3/16,16:19,High tide. ,Rob Porro ,,
Hawai'i and Pacific Islands King Tides Citizen Science Initiative (HI Sea Grant),gonserm,rjporro,21.27661681,-157.8297613,Mon Jul 04 2016 02:18:39 GMT+0000 (UTC),111,,21.27661874,-157.8297576,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/E2C5C094-461D-4453-9D84-260055207B18,O'ahu,Royal Hawaiian groin,S,7/3/16,16:13,High tide. ,,,
Hawai'i and Pacific Islands King Tides Citizen Science Initiative (HI Sea Grant),gonserm,scottmaui,20.72706831,-155.983377,Mon Jul 04 2016 01:39:58 GMT+0000 (UTC),110,,20.7270665,-155.9833436,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/84C26D67-B028-4752-BBAD-76314E32B208,Maui,East point of Haneoo point looking down wall of Loko Nui,S,7/3/16,15:34,High tide. Loko wall that was destroyed in 1946 tsunami was visible all the way across at low tide this morning. Alau Island is to the left. Grass that is normally on land is visible inundated on left side of photo.,Scott Crawford,,
Hawai'i and Pacific Islands King Tides Citizen Science Initiative (HI Sea Grant),gonserm,scottmaui,20.72542227,-155.9843647,Mon Jul 04 2016 01:45:53 GMT+0000 (UTC),109,,20.72544333,-155.9844789,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/A774FD90-12C9-4C82-A7DC-37A0CEE6E6D9,Maui,Inshore (west) side of Loko Nui,S,7/3/16,15:43,High tide. ,Scott Crawford,,
Hawai'i and Pacific Islands King Tides Citizen Science Initiative (HI Sea Grant),gonserm,polanui hiu,20.86475674,-156.6733073,Mon Jul 04 2016 01:58:45 GMT+0000 (UTC),108,,20.86474283,-156.6734237,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/0A355CE6-C228-4C0D-9899-ABACA7598FAB,Maui,shark pitt,SW,7/3/16,15:55,high tide facing north toward lahaina harbor,Ekolu,,
Hawai'i and Pacific Islands King Tides Citizen Science Initiative (HI Sea Grant),gonserm,scottmaui,20.72329456,-155.984431,Mon Jul 04 2016 01:51:27 GMT+0000 (UTC),107,,20.72367903,-155.9846517,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/C04943FF-6C23-4325-A3DE-4C33DB5BD4BC,Maui,north side of Loko Iki,E,7/3/16,15:49,High tide. Loko is connected to ocean so ebbs and flows with tide. Some waves are splashing in over the loko wall.,Scott Crawford,,
Hawai'i and Pacific Islands King Tides Citizen Science Initiative (HI Sea Grant),gonserm,britneytm,21.3270941,-157.8803992,Mon Jul 04 2016 01:50:11 GMT+0000 (UTC),106,,21.291655,-157.662249,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/Sj5qDXSfcqGBuJGA9; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/dtsDW3PKmfkHepeyN; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/gXPRcQGQnYmurE8Rw,O'ahu,Erma's,SE,7/3/16,15:49,High tide. ,Britney T-M,,
Hawai'i and Pacific Islands King Tides Citizen Science Initiative (HI Sea Grant),gonserm,rbrennon,19.45744614,-154.8438417,Mon Jul 04 2016 01:49:38 GMT+0000 (UTC),105,,19.45744614,-154.8438417,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/33DA8EE0-74E0-4E40-8A5F-809B6E7CB921; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/545BC3DD-441C-42F4-9BDE-C718939440D3,Hawai'i,Pohoiki boat ramp,E,7/3/16,15:48,High tide. ,Randi Wold-Brennon,,
Hawai'i and Pacific Islands King Tides Citizen Science Initiative (HI Sea Grant),gonserm,rbrennon,19.45790014,-154.8425532,Mon Jul 04 2016 01:32:31 GMT+0000 (UTC),104,,19.45790932,-154.8425329,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/1F181737-6682-495D-9303-2591CB800B4E; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/F9893C42-80AE-4503-A6C8-14918201515E,Hawai'i,Pohoiki boat ramp,S,7/3/16,15:30,High tide. ,Randi Wold-Brennon,,
Hawai'i and Pacific Islands King Tides Citizen Science Initiative (HI Sea Grant),gonserm,gonserm,21.28336416,-157.8262628,Mon Jul 04 2016 01:48:29 GMT+0000 (UTC),103,,21.28332837,-157.8262396,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/2E342313-B2D6-4D00-A8E5-CE094C3C64B4,O'ahu,Ala Wai Canal at Manoa-Palolo Stream,E,7/3/16,15:30,High tide. Water overtopping canal walls.,Matthew Gonser,,
Hawai'i and Pacific Islands King Tides Citizen Science Initiative (HI Sea Grant),gonserm,dysonkaukinaotochee,21.2910375,-157.8559343,Mon Jul 04 2016 01:45:45 GMT+0000 (UTC),102,,21.29106528,-157.8560789,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/08444B13-8520-4837-89FC-B741A759A01E; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/2EDEAA37-A06D-4525-BEF5-FC0EDC8E09F5; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/60853FE7-5C5C-439C-B915-9FC9CE2E5E4F; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/A8D62137-FAFB-4040-AFBD-C1D106053BFF,O'ahu,ala moana beach/kewalo borderline ,S,7/3/16,15:38,High tide. ,Dyson ,,
Hawai'i and Pacific Islands King Tides Citizen Science Initiative (HI Sea Grant),gonserm,gonserm,21.28555058,-157.8289526,Mon Jul 04 2016 01:45:15 GMT+0000 (UTC),101,,21.28555058,-157.8289526,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/0A6F17AA-510A-42B5-A546-0E1E2B5E9317,O'ahu,Ala Wai Canal at kayak club (University Ave),SE,7/3/16,15:44,High tide. Water overtopping canal wall; boat ramps inverted.,Matthew Gonser,,
Hawai'i and Pacific Islands King Tides Citizen Science Initiative (HI Sea Grant),gonserm,gonserm,21.28644187,-157.8299823,Mon Jul 04 2016 01:43:02 GMT+0000 (UTC),100,,21.28635729,-157.829943,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/9619A1FC-1C1B-4B6B-9A68-566890DADFD9,O'ahu,Ala Wai Canal at Hausten Ditch,SE,7/3/16,15:42,High tide. Water overtopping canal walls.,Matthew Gonser,,
Hawai'i and Pacific Islands King Tides Citizen Science Initiative (HI Sea Grant),gonserm,britneytm,21.2867877,-157.6757289,Mon Jul 04 2016 01:41:58 GMT+0000 (UTC),99,,21.2854883,-157.6821215,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/SZuSZuqzELpCvtSgX; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/YrgYfFxjAAzRySgSW,O'ahu,Sandy's,SE,7/3/16,15:41,High tide. ,Britney T-M,,
Hawai'i and Pacific Islands King Tides Citizen Science Initiative (HI Sea Grant),gonserm,dysonkaukinaotochee,21.29109064,-157.8560368,Mon Jul 04 2016 01:38:35 GMT+0000 (UTC),98,,21.29108657,-157.8560413,,O'ahu,ala moana beach/kewalo borderline ,S,7/3/16,15:40,High tide. ,,,
Hawai'i and Pacific Islands King Tides Citizen Science Initiative (HI Sea Grant),gonserm,gonserm,21.28823417,-157.8321241,Mon Jul 04 2016 01:35:25 GMT+0000 (UTC),97,,21.2882187,-157.8321441,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/1E310B89-C2FF-4205-BA49-BC520DA9DDFF,O'ahu,Ala Wai Canal at McCully St boat ramp,NW,7/3/16,15:34,High tide. Water overtopping canal wall.,Matthew Gonser,,
Hawai'i and Pacific Islands King Tides Citizen Science Initiative (HI Sea Grant),gonserm,gonserm,21.28826853,-157.8320848,Mon Jul 04 2016 01:33:55 GMT+0000 (UTC),96,,21.28826853,-157.8320848,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/0C94677F-B553-46B1-BF1C-2F6954F8E3D8,O'ahu,Ala Wai Canal at McCully St boat ramp,SE,7/3/16,15:32,High tide. Water over topping canal wall.,Matthew Gonser,,
Hawai'i and Pacific Islands King Tides Citizen Science Initiative (HI Sea Grant),gonserm,rbrennon,19.45793007,-154.842548,Mon Jul 04 2016 01:23:29 GMT+0000 (UTC),95,,19.45781155,-154.8425675,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/98DCEE07-112A-4303-9078-BABBA70096F9,Hawai'i,Pohoiki Bay,W,7/3/16,15:21,High tide. ,Randi Wold-Brennon,,
